2.931512426584959030e-03,1.831054687500000000e-03
3.973837569355964661e-02,5.859375000000000000e-03
7.654523849487304688e-02,1.281738281250000000e-02
1.133521050214767456e-01,2.136230468750000000e-02
1.501589715480804443e-01,3.405761718750000000e-02
1.869658231735229492e-01,4.815673828125000000e-02
2.237726897001266479e-01,6.634521484375000000e-02
2.605795562267303467e-01,8.630371093750000000e-02
2.973864078521728516e-01,1.058959960937500000e-01
3.341932892799377441e-01,1.282348632812500000e-01
3.710001409053802490e-01,1.527709960937500000e-01
4.078069925308227539e-01,1.790161132812500000e-01
4.446138739585876465e-01,2.098388671875000000e-01
4.814207255840301514e-01,2.365722656250000000e-01
5.182275772094726562e-01,2.666625976562500000e-01
5.550344586372375488e-01,2.991333007812500000e-01
5.918413400650024414e-01,3.300170898437500000e-01
6.286481618881225586e-01,3.609619140625000000e-01
6.654550433158874512e-01,3.929443359375000000e-01
7.022619247436523438e-01,4.229736328125000000e-01
7.390687465667724609e-01,4.569091796875000000e-01
7.758756279945373535e-01,4.896240234375000000e-01
8.126825094223022461e-01,5.205688476562500000e-01
8.494893908500671387e-01,5.480346679687500000e-01
8.862962126731872559e-01,5.788574218750000000e-01
9.231030941009521484e-01,6.079101562500000000e-01
9.599099755287170410e-01,6.373291015625000000e-01
9.967167973518371582e-01,6.636352539062500000e-01
1.033523678779602051e+00,6.891479492187500000e-01
1.070330500602722168e+00,7.145996093750000000e-01
1.107137441635131836e+00,7.370605468750000000e-01
1.143944263458251953e+00,7.567749023437500000e-01
1.180751085281372070e+00,7.774658203125000000e-01
1.217558026313781738e+00,7.952880859375000000e-01
1.254364848136901855e+00,8.122558593750000000e-01
1.291171669960021973e+00,8.309936523437500000e-01
1.327978610992431641e+00,8.466796875000000000e-01
1.364785432815551758e+00,8.626708984375000000e-01
1.401592254638671875e+00,8.756713867187500000e-01
1.438399195671081543e+00,8.882446289062500000e-01
1.475206017494201660e+00,8.994750976562500000e-01
1.512012958526611328e+00,9.110107421875000000e-01
1.548819780349731445e+00,9.197387695312500000e-01
1.585626602172851562e+00,9.268798828125000000e-01
1.622433543205261230e+00,9.349975585937500000e-01
1.659240365028381348e+00,9.423217773437500000e-01
1.696047186851501465e+00,9.486083984375000000e-01
1.732854127883911133e+00,9.539184570312500000e-01
1.769660949707031250e+00,9.592895507812500000e-01
1.806467771530151367e+00,9.633789062500000000e-01
1.843274712562561035e+00,9.677124023437500000e-01
1.880081534385681152e+00,9.710693359375000000e-01
1.916888356208801270e+00,9.748535156250000000e-01
1.953695297241210938e+00,9.785156250000000000e-01
1.990502119064331055e+00,9.820556640625000000e-01
2.027308940887451172e+00,9.841308593750000000e-01
2.064115762710571289e+00,9.863281250000000000e-01
2.100922822952270508e+00,9.879760742187500000e-01
2.137729644775390625e+00,9.893188476562500000e-01
2.174536466598510742e+00,9.904174804687500000e-01
2.211343288421630859e+00,9.915161132812500000e-01
2.248150110244750977e+00,9.927368164062500000e-01
2.284956932067871094e+00,9.939575195312500000e-01
2.321763992309570312e+00,9.947509765625000000e-01
2.358570814132690430e+00,9.956054687500000000e-01
2.395377635955810547e+00,9.962158203125000000e-01
2.432184457778930664e+00,9.967651367187500000e-01
2.468991279602050781e+00,9.971923828125000000e-01
2.505798101425170898e+00,9.974365234375000000e-01
2.542605161666870117e+00,9.978637695312500000e-01
2.579411983489990234e+00,9.980468750000000000e-01
2.616218805313110352e+00,9.983520507812500000e-01
2.653025627136230469e+00,9.985961914062500000e-01
2.689832448959350586e+00,9.989624023437500000e-01
2.726639270782470703e+00,9.990844726562500000e-01
2.763446331024169922e+00,9.992675781250000000e-01
2.800253152847290039e+00,9.992675781250000000e-01
2.837059974670410156e+00,9.994506835937500000e-01
2.873866796493530273e+00,9.995727539062500000e-01
2.910673618316650391e+00,9.996337890625000000e-01
2.947480678558349609e+00,9.997558593750000000e-01
2.984287500381469727e+00,9.997558593750000000e-01
3.021094322204589844e+00,9.997558593750000000e-01
3.057901144027709961e+00,9.998168945312500000e-01
3.094707965850830078e+00,9.998168945312500000e-01
3.131514787673950195e+00,9.998779296875000000e-01
3.168321847915649414e+00,9.998779296875000000e-01
3.205128669738769531e+00,9.998779296875000000e-01
3.241935491561889648e+00,9.998779296875000000e-01
3.278742313385009766e+00,9.999389648437500000e-01
3.315549135208129883e+00,9.999389648437500000e-01
3.352355957031250000e+00,9.999389648437500000e-01
3.389163017272949219e+00,9.999389648437500000e-01
3.425969839096069336e+00,9.999389648437500000e-01
3.462776660919189453e+00,9.999389648437500000e-01
3.499583482742309570e+00,9.999389648437500000e-01
3.536390304565429688e+00,9.999389648437500000e-01
3.573197126388549805e+00,9.999389648437500000e-01
3.610004186630249023e+00,9.999389648437500000e-01
3.646811008453369141e+00,1.000000000000000000e+00
