0.000000000000000000e+00,2.037048339843750000e-03
1.735527145257635510e-03,2.349853515625000000e-03
3.471054290515271021e-03,3.067016601562500000e-03
5.206581435772906531e-03,3.791809082031250000e-03
6.942108581030542042e-03,4.676818847656250000e-03
8.677635726288178419e-03,5.897521972656250000e-03
1.041316287154581306e-02,7.255554199218750000e-03
1.214869001680344771e-02,8.972167968750000000e-03
1.388421716206108408e-02,1.073455810546875000e-02
1.561974430731872046e-02,1.291656494140625000e-02
1.735527145257635684e-02,1.544952392578125000e-02
1.909079859783398975e-02,1.793670654296875000e-02
2.082632574309162612e-02,2.049255371093750000e-02
2.256185288834926250e-02,2.355194091796875000e-02
2.429738003360689541e-02,2.661895751953125000e-02
2.603290717886453179e-02,3.021240234375000000e-02
2.776843432412216817e-02,3.418731689453125000e-02
2.950396146937980454e-02,3.770446777343750000e-02
3.123948861463744092e-02,4.190063476562500000e-02
3.297501575989507383e-02,4.590606689453125000e-02
3.471054290515271368e-02,5.006408691406250000e-02
3.644607005041034659e-02,5.488586425781250000e-02
3.818159719566797949e-02,5.981445312500000000e-02
3.991712434092561934e-02,6.502532958984375000e-02
4.165265148618325225e-02,6.992340087890625000e-02
4.338817863144088516e-02,7.520294189453125000e-02
4.512370577669852501e-02,8.107757568359375000e-02
4.685923292195615791e-02,8.709716796875000000e-02
4.859476006721379082e-02,9.251403808593750000e-02
5.033028721247143067e-02,9.836578369140625000e-02
5.206581435772906358e-02,1.044387817382812500e-01
5.380134150298670342e-02,1.108856201171875000e-01
5.553686864824433633e-02,1.174163818359375000e-01
5.727239579350196924e-02,1.239547729492187500e-01
5.900792293875960909e-02,1.308212280273437500e-01
6.074345008401724200e-02,1.378860473632812500e-01
6.247897722927488184e-02,1.448287963867187500e-01
6.421450437453250781e-02,1.523818969726562500e-01
6.595003151979014766e-02,1.600265502929687500e-01
6.768555866504778751e-02,1.680068969726562500e-01
6.942108581030542735e-02,1.759109497070312500e-01
7.115661295556305332e-02,1.841201782226562500e-01
7.289214010082069317e-02,1.924133300781250000e-01
7.462766724607833302e-02,2.002029418945312500e-01
7.636319439133595899e-02,2.088088989257812500e-01
7.809872153659359884e-02,2.171401977539062500e-01
7.983424868185123868e-02,2.258224487304687500e-01
8.156977582710886465e-02,2.350158691406250000e-01
8.330530297236650450e-02,2.438507080078125000e-01
8.504083011762414435e-02,2.525711059570312500e-01
8.677635726288177032e-02,2.617492675781250000e-01
8.851188440813941016e-02,2.714233398437500000e-01
9.024741155339705001e-02,2.809524536132812500e-01
9.198293869865467598e-02,2.902984619140625000e-01
9.371846584391231583e-02,3.005523681640625000e-01
9.545399298916995567e-02,3.103027343750000000e-01
9.718952013442758164e-02,3.208618164062500000e-01
9.892504727968522149e-02,3.314743041992187500e-01
1.006605744249428613e-01,3.426361083984375000e-01
1.023961015702005012e-01,3.538055419921875000e-01
1.041316287154581272e-01,3.655395507812500000e-01
1.058671558607157670e-01,3.779067993164062500e-01
1.076026830059734068e-01,3.905715942382812500e-01
1.093382101512310328e-01,4.036788940429687500e-01
1.110737372964886727e-01,4.179763793945312500e-01
1.128092644417463125e-01,4.329071044921875000e-01
1.145447915870039385e-01,4.487533569335937500e-01
1.162803187322615783e-01,4.658660888671875000e-01
1.180158458775192182e-01,4.839706420898437500e-01
1.197513730227768441e-01,5.032196044921875000e-01
1.214869001680344840e-01,5.237579345703125000e-01
1.232224273132921238e-01,5.438766479492187500e-01
1.249579544585497637e-01,5.656433105468750000e-01
1.266934816038073897e-01,5.876541137695312500e-01
1.284290087490650156e-01,6.100387573242187500e-01
1.301645358943226694e-01,6.329803466796875000e-01
1.319000630395802953e-01,6.560134887695312500e-01
1.336355901848379213e-01,6.790390014648437500e-01
1.353711173300955750e-01,7.028350830078125000e-01
1.371066444753532010e-01,7.253799438476562500e-01
1.388421716206108547e-01,7.487945556640625000e-01
1.405776987658684807e-01,7.714385986328125000e-01
1.423132259111261066e-01,7.935867309570312500e-01
1.440487530563837604e-01,8.147506713867187500e-01
1.457842802016413863e-01,8.355560302734375000e-01
1.475198073468990123e-01,8.562164306640625000e-01
1.492553344921566660e-01,8.753433227539062500e-01
1.509908616374142920e-01,8.937530517578125000e-01
1.527263887826719180e-01,9.104385375976562500e-01
1.544619159279295717e-01,9.258346557617187500e-01
1.561974430731871977e-01,9.402618408203125000e-01
1.579329702184448236e-01,9.533004760742187500e-01
1.596684973637024774e-01,9.649047851562500000e-01
1.614040245089601033e-01,9.744720458984375000e-01
1.631395516542177293e-01,9.828414916992187500e-01
1.648750787994753830e-01,9.894638061523437500e-01
1.666106059447330090e-01,9.944000244140625000e-01
1.683461330899906350e-01,9.978408813476562500e-01
1.700816602352482887e-01,9.998168945312500000e-01
1.718171873805059147e-01,1.000000000000000000e+00
